Time,X,Y,Z
10-13 16:42:29,-746.127,662.379,-43.993
10-13 16:42:29,-749.05,662.964,-49.255
10-13 16:42:29,-761.327,651.71,-55.393
10-13 16:42:29,-770.389,649.372,-66.063
10-13 16:42:29,-778.281,647.764,-69.278
10-13 16:42:29,-799.62,630.81,-69.424
10-13 16:42:29,-807.22,625.402,-81.117
10-13 16:42:29,-814.236,624.379,-75.855
10-13 16:42:29,-815.113,620.286,-72.932
10-13 16:42:29,-817.451,611.809,-51.739
10-13 16:42:29,-809.851,617.363,-65.186
10-13 16:42:29,-805.174,616.486,-62.701
10-13 16:42:29,-802.105,623.21,-48.378
10-13 16:42:29,-795.235,628.033,-39.754
10-13 16:42:29,-785.589,636.364,-36.539
10-13 16:42:29,-783.397,637.971,-30.254
10-13 16:42:29,-778.72,635.633,-39.754
10-13 16:42:29,-771.412,641.625,-36.539
10-13 16:42:29,-778.135,636.364,-36.393
10-13 16:42:29,-768.927,638.848,-32.885
10-13 16:42:29,-763.519,638.848,-23.093
10-13 16:42:29,-761.619,647.033,-28.062
10-13 16:42:29,-758.989,651.125,-2.192
10-13 16:42:29,-755.919,650.248,1.9
10-13 16:42:29,-754.019,648.202,-1.754
10-13 16:42:29,-757.966,650.248,-5.992
10-13 16:42:29,-766.004,640.894,-22.07
10-13 16:42:29,-769.073,636.364,-20.462
10-13 16:42:29,-784.127,634.025,-34.054
10-13 16:42:29,-788.951,628.764,-40.631
10-13 16:42:29,-798.889,627.01,-41.216
10-13 16:42:29,-802.251,619.702,-35.954
10-13 16:42:29,-792.605,627.01,-41.801
10-13 16:42:29,-803.566,624.963,-44.285
10-13 16:42:29,-802.982,620.433,-39.608
10-13 16:42:29,-808.097,617.802,-39.316
10-13 16:42:29,-812.482,617.363,-55.247
10-13 16:42:29,-814.82,606.548,-52.324
10-13 16:42:29,-826.513,603.917,-57.439
10-13 16:42:29,-825.636,601.871,-67.378
10-13 16:42:29,-831.774,593.832,-70.886
10-13 16:42:29,-834.844,593.832,-69.863
10-13 16:42:29,-831.482,588.863,-68.547
10-13 16:42:29,-837.328,600.117,-72.932
10-13 16:42:29,-813.505,602.748,-74.54
10-13 16:42:29,-809.559,616.048,-64.163
10-13 16:42:29,-795.381,617.948,-62.409
10-13 16:42:29,-786.758,633.587,-70.886
10-13 16:42:29,-782.812,637.825,-79.07
10-13 16:42:29,-762.058,643.233,-84.04
10-13 16:42:29,-759.135,649.518,-91.201
10-13 16:42:29,-748.758,658.726,-87.84
10-13 16:42:29,-739.696,668.664,-92.078
10-13 16:42:29,-722.596,669.687,-91.64
10-13 16:42:29,-704.326,674.803,-101.432
10-13 16:42:29,-689.711,683.28,-122.333
10-13 16:42:29,-688.541,688.103,-122.771
10-13 16:42:29,-668.956,695.557,-139.725
10-13 16:42:29,-650.833,697.311,-160.772
10-13 16:42:29,-635.048,704.034,-171.003
10-13 16:42:29,-624.817,697.165,-205.203
10-13 16:42:29,-605.525,700.38,-232.973
10-13 16:42:29,-597.486,696.434,-245.396
10-13 16:42:29,-586.817,693.803,-264.396
10-13 16:42:29,-574.832,690.003,-294.066
10-13 16:42:29,-569.716,686.787,-305.028
10-13 16:42:29,-564.016,679.48,-321.251
10-13 16:42:29,-563.139,677.726,-332.067
10-13 16:42:29,-550.57,679.334,-347.705
10-13 16:42:29,-557.732,673.341,-366.121
10-13 16:42:29,-583.747,720.111,-251.535
10-13 16:42:29,-620.286,749.635,-136.51
10-13 16:42:29,-616.925,747.442,-154.633
10-13 16:42:29,-587.109,751.973,-153.756
10-13 16:42:29,-632.271,755.189,-110.494
10-13 16:42:29,-664.426,750.365,-66.647
10-13 16:42:29,-692.195,742.327,-39.754
10-13 16:42:29,-683.572,742.619,-142.356
10-13 16:42:29,-655.072,712.803,-278.135
10-13 16:42:29,-637.825,685.911,-348.728
10-13 16:42:29,-668.81,681.964,-352.967
10-13 16:42:29,-664.133,639.871,-436.568
10-13 16:42:29,-642.941,585.501,-494.446
10-13 16:42:29,-639.725,538.439,-540.485
10-13 16:42:30,-631.979,517.539,-544.139
10-13 16:42:30,-628.471,551.593,-520.9
10-13 16:42:30,-613.709,591.932,-477.784
10-13 16:42:30,-606.548,640.894,-413.622
10-13 16:42:30,-597.194,677.433,-365.244
10-13 16:42:30,-606.402,701.403,-319.643
10-13 16:42:30,-612.248,707.688,-295.674
10-13 16:42:30,-625.987,712.072,-275.797
10-13 16:42:30,-640.602,707.834,-279.158
10-13 16:42:30,-638.41,703.157,-289.243
10-13 16:42:30,-650.102,696.726,-287.635
10-13 16:42:30,-647.325,692.341,-291.289
10-13 16:42:30,-640.748,694.826,-279.743
10-13 16:42:30,-628.325,710.319,-259.281
10-13 16:42:30,-615.902,713.388,-226.688
10-13 16:42:30,-578.047,729.757,-177.141
10-13 16:42:30,-589.594,730.488,-158.287
10-13 16:42:30,-583.309,731.95,-130.225
10-13 16:42:30,-582.14,729.173,-111.371
10-13 16:42:30,-580.532,732.681,-100.994
10-13 16:42:30,-583.747,733.557,-66.209
10-13 16:42:30,-588.424,730.05,-40.631
10-13 16:42:30,-595.294,727.419,2.923
10-13 16:42:30,-589.301,713.826,30.108
10-13 16:42:30,-577.755,719.673,27.477
10-13 16:42:30,-572.493,717.626,9.354
10-13 16:42:30,-574.101,714.557,4.092
10-13 16:42:30,-593.54,711.78,9.792
10-13 16:42:30,-619.848,701.842,17.685
10-13 16:42:30,-632.564,692.634,25.431
10-13 16:42:30,-636.217,687.226,60.216
10-13 16:42:30,-628.617,672.903,103.917
10-13 16:42:30,-606.255,666.179,132.271
10-13 16:42:30,-590.324,658.287,139.579
10-13 16:42:30,-594.417,651.272,146.448
10-13 16:42:30,-606.109,638.556,161.356
10-13 16:42:30,-626.279,625.548,170.418
10-13 16:42:30,-661.502,605.232,194.68
10-13 16:42:30,-690.734,564.601,212.803
10-13 16:42:30,-707.103,545.016,235.604
10-13 16:42:30,-709.296,540.047,231.657
10-13 16:42:30,-674.803,570.009,220.111
10-13 16:42:30,-676.118,575.27,195.995
10-13 16:42:30,-691.172,563.724,206.519
10-13 16:42:30,-707.395,545.308,200.818
10-13 16:42:30,-725.665,527.477,199.211
10-13 16:42:30,-735.604,526.016,194.534
10-13 16:42:30,-734.873,532.593,190.003
10-13 16:42:30,-727.419,543.847,193.803
10-13 16:42:30,-723.765,553.201,177.872
10-13 16:42:30,-732.681,544.87,172.318
10-13 16:42:30,-741.742,539.754,180.795
10-13 16:42:30,-761.327,521.193,187.957
10-13 16:42:30,-760.596,522.07,175.241
10-13 16:42:30,-769.073,531.131,151.856
10-13 16:42:30,-763.519,537.416,154.925
10-13 16:42:30,-761.766,542.97,149.664
10-13 16:42:30,-749.488,561.239,139.871
10-13 16:42:30,-742.327,570.155,111.079
10-13 16:42:30,-735.896,581.701,106.402
10-13 16:42:30,-738.234,588.132,95.001
10-13 16:42:30,-736.627,598.509,85.501
10-13 16:42:30,-734.434,604.794,71.616
10-13 16:42:30,-738.527,607.863,65.916
10-13 16:42:30,-730.927,612.54,51.739
10-13 16:42:30,-723.911,622.917,43.701
10-13 16:42:30,-715.142,637.387,28.647
10-13 16:42:30,-703.595,650.979,15.639
10-13 16:42:30,-702.572,658.141,-15.054
10-13 16:42:30,-692.341,659.31,-24.7
10-13 16:42:30,-684.595,663.841,-20.023
10-13 16:42:30,-674.218,666.326,-29.816
10-13 16:42:30,-663.256,676.557,-32.008
10-13 16:42:30,-649.81,685.764,-30.839
10-13 16:42:30,-634.61,688.541,-43.555
10-13 16:42:30,-618.533,697.603,-48.232
10-13 16:42:30,-607.863,707.542,-62.262
10-13 16:42:30,-597.925,711.634,-81.847
10-13 16:42:30,-586.232,705.642,-77.463
10-13 16:42:30,-576.44,705.934,-100.702
10-13 16:42:30,-575.709,711.926,-96.317
10-13 16:42:30,-569.863,709.734,-92.809
10-13 16:42:30,-570.301,710.903,-98.509
10-13 16:42:30,-564.601,710.319,-105.671
10-13 16:42:30,-556.27,713.826,-119.41
10-13 16:42:30,-542.531,710.903,-126.425
10-13 16:42:30,-532.008,707.688,-140.31
10-13 16:42:30,-522.654,705.788,-151.272
10-13 16:42:30,-513.593,701.695,-167.349
10-13 16:42:30,-506.723,695.849,-177.433
10-13 16:42:30,-494.446,698.188,-188.541
10-13 16:42:30,-462.876,692.488,-190.003
10-13 16:42:31,-443.145,684.011,-194.095
10-13 16:42:31,-437.445,687.08,-199.065
10-13 16:42:31,-427.507,679.334,-188.103
10-13 16:42:31,-423.999,682.403,-189.711
10-13 16:42:31,-420.053,680.21,-185.472
10-13 16:42:31,-420.637,679.772,-178.457
10-13 16:42:31,-418.299,678.31,-192.341
10-13 16:42:31,-421.076,673.926,-196.434
10-13 16:42:31,-413.037,675.826,-211.634
10-13 16:42:31,-409.968,675.826,-204.326
10-13 16:42:31,-397.691,670.71,-202.426
10-13 16:42:31,-398.568,662.526,-199.357
10-13 16:42:31,-385.706,675.533,-197.749
10-13 16:42:31,-375.767,673.926,-188.98
10-13 16:42:31,-372.113,671.733,-190.734
10-13 16:42:31,-358.082,663.11,-177.141
10-13 16:42:31,-347.998,671.88,-176.41
10-13 16:42:31,-335.574,659.164,-166.033
10-13 16:42:31,-332.213,665.01,-165.595
10-13 16:42:31,-330.751,666.472,-154.487
10-13 16:42:31,-330.02,669.687,-153.61
10-13 16:42:31,-340.982,669.249,-146.448
10-13 16:42:31,-331.482,664.718,-143.087
10-13 16:42:31,-337.474,667.056,-142.502
10-13 16:42:31,-328.997,666.033,-143.964
10-13 16:42:31,-326.22,667.641,-129.933
10-13 16:42:31,-329.874,672.026,-114.002
10-13 16:42:31,-331.044,674.949,-112.102
10-13 16:42:31,-337.474,680.357,-88.424
10-13 16:42:31,-340.69,685.18,-69.863
10-13 16:42:31,-338.936,688.103,-66.063
10-13 16:42:31,-344.344,694.972,-58.755
10-13 16:42:31,-339.228,687.957,-74.832
10-13 16:42:31,-343.613,685.034,-82.724
10-13 16:42:31,-339.813,680.649,-86.817
10-13 16:42:31,-347.559,686.787,-81.701
10-13 16:42:31,-350.19,689.711,-77.024
10-13 16:42:31,-356.475,691.611,-62.409
10-13 16:42:31,-355.452,694.68,-56.709
10-13 16:42:31,-366.267,699.357,-60.509
10-13 16:42:31,-370.798,700.818,-34.493
10-13 16:42:31,-370.36,699.065,-29.231
10-13 16:42:31,-384.098,698.48,-29.962
10-13 16:42:31,-395.498,699.795,-32.008
10-13 16:42:31,-407.922,702.28,-15.785
10-13 16:42:31,-419.76,706.665,-12.277
10-13 16:42:31,-428.676,710.172,-15.054
10-13 16:42:31,-437.591,704.619,-6.723
10-13 16:42:31,-441.538,710.319,-20.608
10-13 16:42:31,-450.161,706.665,-9.208
10-13 16:42:31,-467.7,706.372,-1.9
10-13 16:42:31,-480.707,704.326,-2.046
10-13 16:42:31,-482.754,709.149,1.315
10-13 16:42:31,-492.108,714.557,4.092
10-13 16:42:31,-494.885,704.034,4.239
10-13 16:42:31,-501.023,710.465,3.654
10-13 16:42:31,-504.239,709.003,4.531
10-13 16:42:31,-514.031,707.542,-3.8
10-13 16:42:31,-517.831,709.149,5.554
10-13 16:42:31,-533.616,709.442,11.839
10-13 16:42:31,-540.047,707.834,8.623
10-13 16:42:31,-538.585,710.611,-3.362
10-13 16:42:31,-549.839,699.795,6.139
10-13 16:42:31,-548.378,701.403,13.885
10-13 16:42:31,-557.001,702.426,22.947
10-13 16:42:31,-562.701,694.241,11.546
10-13 16:42:31,-562.409,700.526,-1.608
10-13 16:42:31,-564.747,697.457,-3.508
10-13 16:42:31,-563.87,699.649,-16.954
10-13 16:42:31,-563.724,699.357,-16.369
10-13 16:42:31,-559.193,704.472,-30.254
10-13 16:42:31,-554.078,704.472,-36.685
10-13 16:42:31,-545.308,702.134,-31.57
10-13 16:42:31,-547.355,705.642,-31.716
10-13 16:42:31,-549.547,702.134,-33.616
10-13 16:42:31,-546.331,702.865,-33.324
10-13 16:42:31,-531.57,708.711,-35.808
10-13 16:42:31,-522.654,708.419,-51.447
10-13 16:42:31,-505.992,708.419,-63.139
10-13 16:42:31,-493.423,710.611,-78.778
10-13 16:42:31,-485.092,709.003,-96.025
10-13 16:42:31,-478.807,704.034,-114.294
10-13 16:42:31,-473.253,703.157,-113.125
10-13 16:42:31,-460.538,705.495,-122.479
10-13 16:42:31,-454.253,705.203,-115.463
10-13 16:42:31,-445.484,696.434,-113.856
10-13 16:42:31,-432.768,698.042,-121.894
10-13 16:42:31,-430.284,701.111,-118.386
10-13 16:42:31,-423.56,698.188,-124.233
10-13 16:42:31,-410.26,698.772,-128.033
10-13 16:42:31,-412.014,690.734,-141.771
10-13 16:42:31,-405.729,692.926,-155.51
10-13 16:42:32,-400.322,682.987,-176.557
10-13 16:42:32,-400.76,684.887,-178.603
10-13 16:42:32,-398.714,684.011,-200.965
10-13 16:42:32,-393.598,676.41,-200.672
10-13 16:42:32,-397.837,681.964,-210.611
10-13 16:42:32,-396.814,672.757,-214.557
10-13 16:42:32,-396.229,678.018,-215.142
10-13 16:42:32,-405.729,673.049,-220.403
10-13 16:42:32,-414.937,689.126,-206.372
10-13 16:42:32,-447.238,685.911,-193.072
10-13 16:42:32,-469.161,694.826,-174.803
10-13 16:42:32,-474.861,699.503,-172.903
10-13 16:42:32,-482.9,703.742,-169.395
10-13 16:42:32,-486.554,697.018,-166.91
10-13 16:42:32,-501.462,704.765,-172.318
10-13 16:42:32,-514.908,704.326,-175.387
10-13 16:42:32,-523.97,703.595,-160.187
10-13 16:42:32,-547.501,710.026,-166.91
10-13 16:42:32,-570.74,709.734,-142.502
10-13 16:42:32,-583.309,706.811,-116.925
10-13 16:42:32,-610.056,706.372,-103.332
10-13 16:42:32,-623.502,703.449,-81.847
10-13 16:42:32,-640.31,705.057,-72.055
10-13 16:42:32,-668.81,694.826,-84.478
10-13 16:42:32,-691.611,681.087,-78.486
10-13 16:42:32,-712.365,678.895,-73.955
10-13 16:42:32,-723.18,674.51,-73.517
10-13 16:42:32,-737.211,663.695,-69.863
10-13 16:42:32,-743.35,649.225,-60.216
10-13 16:42:32,-766.881,641.625,-17.1
10-13 16:42:32,-783.981,609.909,21.777
10-13 16:42:32,-812.628,573.809,55.539
10-13 16:42:32,-832.067,526.893,79.947
10-13 16:42:32,-857.79,485.677,116.048
10-13 16:42:32,-871.09,425.168,122.917
10-13 16:42:32,-865.39,436.714,128.91
10-13 16:42:32,-849.313,456.592,136.948
10-13 16:42:32,-831.92,473.838,142.648
10-13 16:42:32,-818.766,490.5,147.764
10-13 16:42:32,-811.312,489.477,142.356
10-13 16:42:32,-814.82,481.0,151.564
10-13 16:42:32,-823.005,472.376,151.272
10-13 16:42:32,-826.951,452.207,159.31
10-13 16:42:32,-832.213,437.007,164.718
10-13 16:42:32,-836.305,425.168,175.826
10-13 16:42:32,-840.544,416.106,155.802
10-13 16:42:32,-843.905,411.283,167.933
10-13 16:42:32,-847.413,413.914,152.733
10-13 16:42:32,-843.905,421.66,162.233
10-13 16:42:32,-840.105,423.268,148.787
10-13 16:42:32,-837.474,436.422,154.049
10-13 16:42:32,-833.382,441.099,137.533
10-13 16:42:32,-840.251,446.653,138.702
10-13 16:42:32,-840.251,447.238,141.479
10-13 16:42:32,-838.644,450.745,143.087
10-13 16:42:32,-838.79,450.892,124.963
10-13 16:42:32,-838.79,452.938,131.687
10-13 16:42:32,-834.697,457.469,134.756
10-13 16:42:32,-832.359,460.246,134.171
10-13 16:42:32,-830.751,474.861,143.087
10-13 16:42:32,-826.951,475.3,133.002
10-13 16:42:32,-832.651,484.215,124.963
10-13 16:42:32,-831.044,486.115,123.648
10-13 16:42:32,-819.936,497.808,129.787
10-13 16:42:32,-824.759,509.208,119.117
10-13 16:42:32,-816.866,515.346,127.302
10-13 16:42:32,-813.943,526.893,120.433
10-13 16:42:32,-805.32,529.67,120.286
10-13 16:42:32,-803.42,537.27,120.871
10-13 16:42:32,-802.105,539.316,114.733
10-13 16:42:32,-798.597,542.385,119.117
10-13 16:42:32,-801.082,551.447,126.279
10-13 16:42:32,-794.066,553.639,122.333
10-13 16:42:32,-788.804,564.309,117.217
10-13 16:42:32,-784.566,569.424,111.225
10-13 16:42:32,-783.397,570.886,118.825
10-13 16:42:32,-780.474,576.44,123.94
10-13 16:42:32,-779.597,583.601,106.986
10-13 16:42:32,-779.743,589.886,102.455
10-13 16:42:32,-774.335,593.248,102.309
10-13 16:42:32,-761.473,601.14,104.794
10-13 16:42:32,-757.235,608.594,97.486
10-13 16:42:32,-755.042,615.463,94.709
10-13 16:42:32,-750.365,619.263,70.886
10-13 16:42:32,-741.596,633.441,60.801
10-13 16:42:32,-737.796,639.433,54.662
10-13 16:42:33,-726.688,646.01,43.701
10-13 16:42:33,-713.388,658.726,49.547
10-13 16:42:33,-700.672,662.087,33.762
10-13 16:42:33,-698.042,667.056,25.431
10-13 16:42:33,-683.426,679.48,12.569
10-13 16:42:33,-678.457,680.503,8.623
10-13 16:42:33,-671.295,679.626,-11.254
10-13 16:42:33,-654.049,687.226,-16.077
10-13 16:42:33,-642.941,697.311,-32.154
10-13 16:42:33,-632.564,693.072,-21.631
10-13 16:42:33,-620.433,695.849,-35.37
10-13 16:42:33,-610.348,701.695,-36.393
10-13 16:42:33,-604.209,701.257,-30.839
10-13 16:42:33,-601.14,703.595,-24.116
10-13 16:42:33,-592.517,709.88,-34.785
10-13 16:42:33,-589.155,708.711,-48.232
10-13 16:42:33,-576.44,713.68,-56.27
10-13 16:42:33,-561.532,714.411,-69.278
10-13 16:42:33,-561.093,708.126,-88.717
10-13 16:42:33,-533.908,711.926,-93.978
10-13 16:42:33,-525.723,712.657,-107.132
10-13 16:42:33,-511.108,710.319,-101.871
10-13 16:42:33,-495.615,712.511,-122.479
10-13 16:42:33,-491.231,708.565,-128.033
10-13 16:42:33,-477.053,706.519,-141.333
10-13 16:42:33,-475.884,706.226,-158.287
10-13 16:42:33,-478.954,698.042,-159.31
10-13 16:42:33,-481.877,705.495,-167.349
10-13 16:42:33,-481.0,699.503,-161.649
10-13 16:42:33,-485.092,709.588,-154.487
10-13 16:42:33,-486.554,707.98,-149.518
10-13 16:42:33,-483.484,709.88,-143.525
10-13 16:42:33,-482.9,708.419,-136.364
10-13 16:42:33,-483.631,711.634,-140.164
10-13 16:42:33,-481.292,712.219,-144.548
10-13 16:42:33,-486.115,710.026,-151.71
10-13 16:42:33,-484.069,706.665,-154.779
10-13 16:42:33,-488.892,707.395,-144.841
10-13 16:42:33,-490.938,704.765,-155.51
10-13 16:42:33,-490.061,706.811,-144.695
10-13 16:42:33,-488.161,703.742,-149.664
10-13 16:42:33,-486.407,707.395,-150.541
10-13 16:42:33,-492.546,703.011,-154.049
10-13 16:42:33,-502.338,707.98,-150.687
10-13 16:42:33,-504.531,705.203,-144.11
10-13 16:42:33,-507.6,707.395,-157.995
10-13 16:42:33,-505.408,708.711,-156.825
10-13 16:42:33,-508.623,710.172,-153.902
10-13 16:42:33,-507.015,713.388,-154.049
10-13 16:42:33,-508.916,707.249,-150.395
10-13 16:42:33,-515.054,707.395,-164.426
10-13 16:42:33,-517.685,707.249,-157.41
10-13 16:42:33,-526.016,711.049,-158.141
10-13 16:42:33,-526.016,711.926,-156.533
10-13 16:42:33,-529.816,705.642,-150.833
10-13 16:42:33,-528.647,706.519,-144.987
10-13 16:42:33,-529.67,709.88,-142.356
10-13 16:42:33,-521.339,709.88,-139.141
10-13 16:42:33,-519.293,710.757,-139.433
10-13 16:42:33,-525.139,714.119,-136.217
10-13 16:42:33,-536.831,708.126,-130.81
10-13 16:42:33,-542.385,719.965,-132.564
10-13 16:42:33,-546.916,710.319,-130.956
10-13 16:42:33,-553.493,714.557,-122.771
10-13 16:42:33,-547.793,708.272,-129.202
10-13 16:42:33,-553.201,714.849,-115.463
10-13 16:42:33,-549.401,712.219,-120.725
10-13 16:42:33,-567.086,709.88,-121.31
10-13 16:42:33,-579.363,709.149,-105.671
10-13 16:42:33,-595.44,708.857,-102.455
10-13 16:42:33,-601.432,706.519,-93.978
10-13 16:42:33,-606.694,707.834,-88.132
10-13 16:42:33,-609.763,706.372,-81.994
10-13 16:42:33,-605.232,709.88,-90.909
10-13 16:42:33,-608.594,705.495,-105.671
10-13 16:42:33,-624.671,696.434,-93.686
10-13 16:42:34,-623.063,698.772,-87.109
10-13 16:42:34,-635.341,696.872,-74.686
10-13 16:42:34,-638.848,698.188,-80.24
10-13 16:42:34,-639.433,696.141,-67.086
10-13 16:42:34,-644.987,693.803,-71.47
10-13 16:42:34,-652.441,690.295,-77.755
10-13 16:42:34,-663.403,690.88,-75.855
10-13 16:42:34,-668.08,692.926,-76.732
10-13 16:42:34,-668.664,687.372,-77.317
10-13 16:42:34,-672.903,692.195,-74.101
10-13 16:42:34,-675.387,683.28,-73.517
10-13 16:42:34,-673.78,687.226,-81.701
10-13 16:42:34,-675.533,687.372,-85.794
10-13 16:42:34,-685.18,679.918,-87.548
10-13 16:42:34,-682.987,682.841,-90.909
10-13 16:42:34,-686.203,684.303,-92.371
10-13 16:42:34,-683.572,679.626,-99.825
10-13 16:42:34,-681.818,681.234,-97.194
10-13 16:42:34,-687.957,680.941,-103.771
10-13 16:42:34,-683.134,677.433,-93.394
10-13 16:42:34,-681.38,681.672,-102.455
10-13 16:42:34,-685.034,680.649,-108.74
10-13 16:42:34,-685.472,681.234,-105.525
10-13 16:42:34,-692.926,674.072,-108.74
10-13 16:42:34,-689.564,673.487,-109.617
10-13 16:42:34,-687.811,678.018,-109.909
10-13 16:42:34,-681.964,685.326,-102.748
10-13 16:42:34,-687.518,681.672,-95.001
10-13 16:42:34,-679.772,682.403,-103.917
10-13 16:42:34,-684.011,685.034,-98.948
10-13 16:42:34,-684.887,676.703,-96.901
10-13 16:42:34,-683.426,675.826,-93.832
10-13 16:42:34,-681.38,677.58,-97.486
10-13 16:42:34,-676.557,687.226,-89.301
10-13 16:42:34,-678.895,686.495,-89.594
10-13 16:42:34,-674.51,687.811,-96.463
10-13 16:42:34,-677.141,679.187,-83.309
10-13 16:42:34,-674.657,680.649,-84.771
10-13 16:42:34,-675.68,688.98,-78.632
10-13 16:42:34,-679.187,685.764,-80.24
10-13 16:42:34,-672.318,680.357,-80.094
10-13 16:42:34,-669.833,689.418,-83.894
